catchId,tripId,speciesCode,count,keptCount,releasedCount,avgLengthCm,catchLat,catchLon,catchTime
c-0210-00,t-0210,FLOUNDER,3,0,3,59.2,28.2641,-96.4815,11:45:00
c-0210-01,t-0210,FLOUNDER,7,1,6,92.7,28.27772,-96.28457,09:15:00
c-0210-02,t-0210,SHARK,2,0,2,95.2,27.61255,-96.70398,14:00:00
c-0210-03,t-0210,FLOUNDER,8,2,6,33.8,27.95456,-96.38082,16:45:00
c-0211-00,t-0211,TARPON,2,1,1,38.0,27.93582,-95.94803,05:00:00
c-0211-01,t-0211,COBIA,10,6,4,82.7,28.25464,-96.4998,11:15:00
c-0211-02,t-0211,SNOOK,8,4,4,79.6,26.07818,-97.31829,07:45:00
c-0211-03,t-0211,RED_SNAPPER,11,10,1,97.8,27.78445,-95.81767,15:45:00
c-0211-04,t-0211,RED_SNAPPER,6,0,6,31.7,26.633,-96.49361,06:45:00
c-0211-05,t-0211,FLOUNDER,4,0,4,77.3,27.47524,-95.98304,14:45:00
c-0211-06,t-0211,TARPON,10,2,8,68.4,26.62957,-96.30928,15:45:00
c-0212-00,t-0212,FLOUNDER,9,8,1,68.9,27.8696,-97.76051,13:00:00
c-0212-01,t-0212,COBIA,11,1,10,106.2,27.73307,-97.38507,16:15:00
c-0212-02,t-0212,RED_SNAPPER,6,0,6,32.9,26.01225,-96.90553,08:15:00
c-0212-03,t-0212,RED_SNAPPER,1,0,1,70.6,26.20199,-97.28648,10:15:00
c-0212-04,t-0212,SHARK,1,0,1,24.6,26.97302,-95.90954,13:30:00
c-0213-00,t-0213,RED_SNAPPER,2,2,0,43.7,27.23788,-97.38032,08:15:00
c-0213-01,t-0213,FLOUNDER,3,1,2,55.9,26.68933,-96.13474,07:45:00
c-0213-02,t-0213,TARPON,7,2,5,65.6,26.17103,-97.29007,09:45:00
c-0213-03,t-0213,SNOOK,4,0,4,93.3,28.16246,-97.51351,15:15:00
c-0213-04,t-0213,FLOUNDER,11,8,3,36.4,27.64322,-96.67272,07:30:00
c-0213-05,t-0213,RED_SNAPPER,1,0,1,47.0,28.28263,-96.93275,13:00:00
c-0214-00,t-0214,RED_SNAPPER,7,1,6,37.6,26.86746,-95.86245,16:30:00
c-0214-01,t-0214,SHARK,2,2,0,90.0,27.3543,-96.1864,09:30:00
c-0215-00,t-0215,SNOOK,11,8,3,35.5,27.36231,-97.28188,07:15:00
c-0215-01,t-0215,SNOOK,1,1,0,97.8,26.87124,-96.32916,15:45:00
c-0215-02,t-0215,TARPON,6,6,0,70.2,27.62561,-97.43379,09:45:00
c-0215-03,t-0215,SNOOK,4,2,2,105.8,27.19737,-96.36307,09:45:00
c-0215-04,t-0215,RED_SNAPPER,11,1,10,93.0,27.77233,-96.10951,06:15:00
c-0216-00,t-0216,SNOOK,11,8,3,32.5,27.14495,-96.42976,05:15:00
c-0216-01,t-0216,SNOOK,12,6,6,73.4,28.09504,-96.30817,10:15:00
c-0216-02,t-0216,RED_SNAPPER,9,9,0,80.7,28.28671,-96.47765,07:15:00
c-0216-03,t-0216,RED_SNAPPER,3,2,1,62.3,26.40207,-97.0659,11:15:00
c-0216-04,t-0216,FLOUNDER,11,3,8,105.1,26.85855,-97.57353,06:30:00
c-0217-00,t-0217,SHARK,2,0,2,109.0,27.05881,-97.2033,07:45:00
c-0217-01,t-0217,RED_SNAPPER,8,3,5,72.9,26.81542,-97.59732,07:45:00
c-0217-02,t-0217,COBIA,3,2,1,67.1,26.28484,-96.82518,10:30:00
c-0217-03,t-0217,RED_SNAPPER,9,4,5,118.9,26.83834,-96.01561,15:45:00
c-0217-04,t-0217,SHARK,7,0,7,108.4,26.37222,-97.09252,16:15:00
c-0217-05,t-0217,TARPON,3,3,0,94.4,26.25453,-97.2302,05:15:00
c-0218-00,t-0218,COBIA,7,6,1,31.0,27.64294,-97.15022,06:00:00
c-0218-01,t-0218,RED_SNAPPER,1,0,1,87.8,26.29008,-97.11176,10:45:00
c-0218-02,t-0218,SHARK,7,7,0,48.2,28.24581,-96.32514,06:45:00
c-0218-03,t-0218,COBIA,9,2,7,48.1,26.56982,-97.49501,06:30:00
c-0218-04,t-0218,TARPON,7,3,4,90.6,28.28679,-97.30529,06:15:00
c-0218-05,t-0218,COBIA,11,10,1,42.9,26.43394,-96.09026,07:45:00
c-0218-06,t-0218,RED_SNAPPER,3,3,0,81.6,26.08824,-95.8192,06:00:00
c-0219-00,t-0219,RED_SNAPPER,1,1,0,46.9,26.1411,-96.94585,09:30:00
c-0219-01,t-0219,RED_SNAPPER,1,0,1,20.1,27.63665,-97.30606,15:30:00
c-0219-02,t-0219,TARPON,10,1,9,38.5,26.48755,-96.85588,12:30:00
c-0219-03,t-0219,SNOOK,11,0,11,75.2,26.76885,-97.57694,07:30:00
c-0219-04,t-0219,FLOUNDER,12,12,0,72.9,26.82931,-96.17993,10:15:00
c-0220-00,t-0220,SNOOK,6,2,4,67.4,26.17222,-96.70684,08:15:00
c-0220-01,t-0220,FLOUNDER,9,4,5,117.5,26.10077,-97.41659,10:45:00
c-0221-00,t-0221,RED_SNAPPER,3,2,1,115.6,27.37805,-96.40659,05:15:00
c-0221-01,t-0221,FLOUNDER,11,8,3,117.2,27.70364,-97.00501,07:45:00
c-0221-02,t-0221,FLOUNDER,7,6,1,47.1,27.72667,-97.0317,07:00:00
c-0222-00,t-0222,COBIA,2,0,2,24.6,26.68164,-97.26297,08:30:00
c-0222-01,t-0222,SHARK,5,1,4,107.3,26.08991,-97.50372,05:15:00
c-0222-02,t-0222,SNOOK,2,0,2,54.7,28.27593,-97.38006,14:30:00
c-0223-00,t-0223,RED_SNAPPER,3,2,1,73.7,26.50434,-95.86955,14:00:00
c-0223-01,t-0223,SNOOK,11,4,7,83.4,27.66199,-96.42377,13:15:00
c-0223-02,t-0223,FLOUNDER,5,1,4,83.0,27.87875,-97.35872,11:15:00
c-0223-03,t-0223,COBIA,7,5,2,110.2,27.02593,-96.34038,06:45:00
c-0224-00,t-0224,RED_SNAPPER,7,3,4,34.4,26.37471,-97.44453,11:15:00
c-0224-01,t-0224,SNOOK,7,1,6,72.7,27.04656,-96.50976,16:00:00
c-0224-02,t-0224,RED_SNAPPER,1,0,1,96.3,27.38758,-97.04425,15:00:00
c-0224-03,t-0224,SNOOK,5,1,4,80.0,26.30401,-96.25976,05:00:00
c-0225-00,t-0225,FLOUNDER,4,0,4,89.2,26.70699,-96.84218,15:00:00
c-0225-01,t-0225,RED_SNAPPER,9,4,5,71.2,26.04878,-97.71095,11:15:00
c-0225-02,t-0225,TARPON,4,3,1,34.7,26.00278,-97.35137,15:30:00
c-0226-00,t-0226,FLOUNDER,9,5,4,38.1,27.39036,-97.44386,11:15:00
c-0226-01,t-0226,SHARK,10,4,6,107.5,28.05417,-96.42568,09:45:00
c-0227-00,t-0227,RED_SNAPPER,8,1,7,77.8,26.33989,-96.90661,16:30:00
c-0227-01,t-0227,TARPON,3,1,2,55.3,26.33274,-97.15389,12:45:00
c-0227-02,t-0227,SHARK,10,10,0,33.8,27.10696,-95.8543,15:15:00
c-0227-03,t-0227,TARPON,9,8,1,73.2,26.88133,-96.70132,08:45:00
c-0228-00,t-0228,FLOUNDER,1,1,0,67.4,26.00659,-95.81219,07:00:00
c-0228-01,t-0228,TARPON,3,2,1,34.4,26.13703,-97.1013,13:45:00
c-0228-02,t-0228,RED_SNAPPER,1,0,1,116.2,26.55774,-96.14436,16:15:00
c-0228-03,t-0228,RED_SNAPPER,7,5,2,90.1,26.86816,-97.74731,15:00:00
c-0229-00,t-0229,TARPON,3,2,1,61.2,27.76046,-96.86047,10:45:00
c-0229-01,t-0229,COBIA,5,0,5,26.0,27.79721,-96.40951,15:00:00
c-0229-02,t-0229,TARPON,3,0,3,103.3,27.3896,-97.45284,15:45:00
c-0230-00,t-0230,TARPON,3,1,2,81.9,28.23818,-96.757,08:45:00
c-0230-01,t-0230,RED_SNAPPER,9,9,0,101.7,26.4225,-96.30801,12:45:00
c-0230-02,t-0230,RED_SNAPPER,7,2,5,100.3,26.72034,-96.51622,15:45:00
c-0230-03,t-0230,FLOUNDER,2,1,1,97.9,26.44788,-97.5832,10:00:00
c-0231-00,t-0231,SHARK,1,0,1,28.5,26.43181,-97.39655,14:00:00
c-0231-01,t-0231,SHARK,1,0,1,29.3,27.2966,-96.21955,09:00:00
c-0231-02,t-0231,SHARK,7,3,4,95.2,28.25525,-96.29664,16:30:00
c-0231-03,t-0231,TARPON,2,1,1,109.7,28.23986,-96.39469,13:00:00
c-0232-00,t-0232,COBIA,12,3,9,100.7,28.03597,-97.61342,15:15:00
c-0232-01,t-0232,SNOOK,9,8,1,80.9,27.7683,-97.47791,13:30:00
c-0233-00,t-0233,RED_SNAPPER,3,3,0,100.5,28.29312,-96.58625,07:30:00
c-0233-01,t-0233,RED_SNAPPER,2,1,1,65.5,27.25841,-95.86211,07:30:00
c-0233-02,t-0233,RED_SNAPPER,6,2,4,27.1,26.37139,-97.23977,16:45:00
c-0234-00,t-0234,TARPON,7,2,5,56.7,26.83599,-97.22675,14:30:00
c-0234-01,t-0234,SHARK,9,7,2,107.7,26.85947,-96.4356,15:00:00
c-0235-00,t-0235,TARPON,8,8,0,30.9,27.53905,-97.10212,07:00:00
c-0235-01,t-0235,TARPON,7,3,4,52.9,28.11016,-95.95502,10:30:00
c-0235-02,t-0235,TARPON,12,11,1,31.4,28.29181,-96.82741,12:00:00
c-0235-03,t-0235,SHARK,3,1,2,76.8,27.25369,-95.90293,14:45:00
c-0235-04,t-0235,COBIA,7,7,0,25.4,26.14352,-96.18293,05:45:00
c-0236-00,t-0236,FLOUNDER,8,6,2,41.4,26.18793,-96.05245,09:15:00
c-0236-01,t-0236,SHARK,7,5,2,36.5,27.91026,-97.61512,10:45:00
c-0236-02,t-0236,SHARK,3,3,0,111.3,27.10774,-96.72899,14:45:00
c-0236-03,t-0236,RED_SNAPPER,10,3,7,92.3,27.89294,-96.67818,14:15:00
c-0236-04,t-0236,SNOOK,12,11,1,93.3,26.74458,-95.82726,05:15:00
c-0237-00,t-0237,SNOOK,3,3,0,116.9,27.66126,-95.82352,06:00:00
c-0237-01,t-0237,FLOUNDER,7,2,5,57.8,26.50283,-95.84194,10:15:00
c-0237-02,t-0237,SHARK,10,0,10,101.4,28.19047,-95.85651,05:30:00
c-0237-03,t-0237,TARPON,2,2,0,84.9,28.06231,-96.79583,12:45:00
c-0237-04,t-0237,FLOUNDER,9,6,3,117.4,26.94389,-97.09558,10:00:00
c-0237-05,t-0237,FLOUNDER,6,1,5,79.5,28.1306,-96.88235,13:45:00
c-0238-00,t-0238,FLOUNDER,12,12,0,112.7,28.14474,-97.59265,06:45:00
c-0238-01,t-0238,TARPON,11,4,7,41.2,27.15773,-96.18826,12:45:00
c-0238-02,t-0238,TARPON,2,1,1,61.3,26.26335,-96.08731,15:45:00
c-0238-03,t-0238,SHARK,4,4,0,46.8,26.01749,-97.05071,15:30:00
c-0238-04,t-0238,RED_SNAPPER,7,3,4,110.0,26.70701,-95.99465,11:00:00
c-0238-05,t-0238,FLOUNDER,6,6,0,102.0,26.03572,-97.49325,14:30:00
c-0239-00,t-0239,TARPON,7,2,5,110.4,26.98694,-95.92122,13:15:00
c-0239-01,t-0239,SNOOK,3,0,3,77.7,27.00602,-97.60084,11:30:00
c-0239-02,t-0239,RED_SNAPPER,6,1,5,29.3,27.92588,-97.48189,11:00:00
c-0239-03,t-0239,FLOUNDER,1,0,1,58.2,27.44646,-96.61342,16:15:00
c-0239-04,t-0239,COBIA,6,1,5,85.3,28.26185,-96.53107,08:30:00
c-0239-05,t-0239,TARPON,12,12,0,97.0,26.44581,-96.11909,15:00:00
c-0240-00,t-0240,RED_SNAPPER,3,0,3,69.4,26.32622,-97.27601,10:15:00
c-0240-01,t-0240,RED_SNAPPER,1,1,0,68.7,26.89884,-96.81793,15:00:00
c-edge-invalid-coord,t-0001,RED_SNAPPER,3,1,2,55.0,95.0,-200.0,09:00:00
c-edge-implausible,t-0002,COBIA,150,75,75,350.0,27.15,-96.41,10:00:00
